watt_hours,Time,Alias,max_Wh_at_time,wasted_energy,ratio_of_waste,charge_multiplier,forecasted_charge
2,2023-09-03 20:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-03 21:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-03 22:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-03 23:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 00:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 01:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 02:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 03:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 04:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 05:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 06:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 07:00:00,PA-003,217,215,0.9907834101382488,1.99,1219.0813703703702
2,2023-09-04 08:00:00,PA-003,263,261,0.9923954372623576,1.99,1219.0813703703702
2,2023-09-04 09:00:00,PA-003,299,297,0.9933110367892976,1.99,1219.0813703703702
2,2023-09-04 10:00:00,PA-003,357,355,0.9943977591036416,1.99,1219.0813703703702
2,2023-09-04 11:00:00,PA-003,368,366,0.9945652173913044,1.99,1219.0813703703702
3,2023-09-04 12:00:00,PA-003,330,327,0.990909090909091,1.99,1219.0813703703702
119,2023-09-04 13:00:00,PA-003,296,177,0.597972972972973,1.6,980.1659259259259
124,2023-09-04 14:00:00,PA-003,343,219,0.6384839650145773,1.64,1004.6700740740739
135,2023-09-04 15:00:00,PA-003,301,166,0.5514950166112956,1.55,949.5357407407407
150,2023-09-04 16:00:00,PA-003,263,113,0.4296577946768061,1.43,876.0232962962962
149,2023-09-04 17:00:00,PA-003,257,108,0.4202334630350194,1.42,869.8972592592592
142,2023-09-04 18:00:00,PA-003,216,74,0.3425925925925926,1.34,820.888962962963
145,2023-09-04 19:00:00,PA-003,256,111,0.43359375,1.43,876.0232962962962
134,2023-09-04 20:00:00,PA-003,0,0,,1.0,612.6037037037037
89,2023-09-04 21:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 22:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-04 23:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-05 00:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-05 01:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-05 02:00:00,PA-003,0,0,,1.0,612.6037037037037
3,2023-09-05 03:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-05 04:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-05 05:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-05 06:00:00,PA-003,0,0,,1.0,612.6037037037037
23,2023-09-05 07:00:00,PA-003,217,194,0.8940092165898618,1.89,1157.821
25,2023-09-05 08:00:00,PA-003,263,238,0.9049429657794676,1.9,1163.947037037037
78,2023-09-05 09:00:00,PA-003,299,221,0.7391304347826086,1.74,1065.9304444444444
77,2023-09-05 10:00:00,PA-003,357,280,0.7843137254901961,1.78,1090.4345925925925
81,2023-09-05 11:00:00,PA-003,368,287,0.779891304347826,1.78,1090.4345925925925
72,2023-09-05 12:00:00,PA-003,330,258,0.7818181818181819,1.78,1090.4345925925925
75,2023-09-05 13:00:00,PA-003,296,221,0.7466216216216216,1.75,1072.0564814814813
65,2023-09-05 14:00:00,PA-003,343,278,0.8104956268221575,1.81,1108.8127037037036
48,2023-09-05 15:00:00,PA-003,301,253,0.840531561461794,1.84,1127.1908148148148
56,2023-09-05 16:00:00,PA-003,263,207,0.7870722433460076,1.79,1096.5606296296296
3,2023-09-05 17:00:00,PA-003,257,254,0.9883268482490272,1.99,1219.0813703703702
28,2023-09-05 18:00:00,PA-003,216,188,0.8703703703703703,1.87,1145.568925925926
60,2023-09-05 19:00:00,PA-003,256,196,0.765625,1.77,1084.3085555555556
77,2023-09-05 20:00:00,PA-003,0,0,,1.0,612.6037037037037
72,2023-09-05 21:00:00,PA-003,0,0,,1.0,612.6037037037037
8,2023-09-05 22:00:00,PA-003,0,0,,1.0,612.6037037037037
8,2023-09-05 23:00:00,PA-003,0,0,,1.0,612.6037037037037
8,2023-09-06 00:00:00,PA-003,0,0,,1.0,612.6037037037037
8,2023-09-06 01:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-06 02:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-06 03:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-06 04:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-06 05:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-06 06:00:00,PA-003,0,0,,1.0,612.6037037037037
2,2023-09-06 07:00:00,PA-003,217,215,0.9907834101382488,1.99,1219.0813703703702
2,2023-09-06 08:00:00,PA-003,263,261,0.9923954372623576,1.99,1219.0813703703702
46,2023-09-06 09:00:00,PA-003,299,253,0.8461538461538461,1.85,1133.3168518518519
109,2023-09-06 10:00:00,PA-003,357,248,0.6946778711484594,1.69,1035.300259259259
109,2023-09-06 11:00:00,PA-003,368,259,0.7038043478260869,1.7,1041.4262962962962
114,2023-09-06 12:00:00,PA-003,330,216,0.6545454545454545,1.65,1010.796111111111
102,2023-09-06 13:00:00,PA-003,296,194,0.6554054054054054,1.66,1016.922148148148
93,2023-09-06 14:00:00,PA-003,343,250,0.7288629737609329,1.73,1059.8044074074073
84,2023-09-06 15:00:00,PA-003,301,217,0.7209302325581395,1.72,1053.6783703703702
92,2023-09-06 16:00:00,PA-003,263,171,0.6501901140684411,1.65,1010.796111111111
103,2023-09-06 17:00:00,PA-003,257,154,0.5992217898832685,1.6,980.1659259259259
101,2023-09-06 18:00:00,PA-003,216,115,0.5324074074074074,1.53,937.2836666666666
99,2023-09-06 19:00:00,PA-003,256,157,0.61328125,1.61,986.291962962963
92,2023-09-06 20:00:00,PA-003,0,0,,1.0,612.6037037037037
15,2023-09-06 21:00:00,PA-003,0,0,,1.0,612.6037037037037
