watt_hours,Time,Alias,max_Wh_at_time,wasted_energy,ratio_of_waste,charge_multiplier,forecasted_charge
25,2024-03-12 06:00:00,LEP-001,0,0,,1.0,1401.1333333333334
6,2024-03-12 07:00:00,LEP-001,370,364,0.9837837837837838,1.98,2774.244
0,2024-03-12 08:00:00,LEP-001,338,338,1.0,2.0,2802.266666666667
1,2024-03-12 09:00:00,LEP-001,372,371,0.9973118279569892,2.0,2802.266666666667
11,2024-03-12 10:00:00,LEP-001,365,354,0.96986301369863,1.97,2760.232666666667
0,2024-03-12 11:00:00,LEP-001,278,278,1.0,2.0,2802.266666666667
0,2024-03-12 12:00:00,LEP-001,255,255,1.0,2.0,2802.266666666667
0,2024-03-12 13:00:00,LEP-001,225,225,1.0,2.0,2802.266666666667
0,2024-03-12 14:00:00,LEP-001,165,165,1.0,2.0,2802.266666666667
0,2024-03-12 15:00:00,LEP-001,161,161,1.0,2.0,2802.266666666667
0,2024-03-12 16:00:00,LEP-001,159,159,1.0,2.0,2802.266666666667
0,2024-03-12 17:00:00,LEP-001,157,157,1.0,2.0,2802.266666666667
0,2024-03-12 18:00:00,LEP-001,141,141,1.0,2.0,2802.266666666667
0,2024-03-12 19:00:00,LEP-001,139,139,1.0,2.0,2802.266666666667
0,2024-03-12 20:00:00,LEP-001,0,0,,1.0,1401.1333333333334
0,2024-03-12 21:00:00,LEP-001,0,0,,1.0,1401.1333333333334
7,2024-03-12 22:00:00,LEP-001,0,0,,1.0,1401.1333333333334
0,2024-03-12 23:00:00,LEP-001,0,0,,1.0,1401.1333333333334
0,2024-03-13 00:00:00,LEP-001,0,0,,1.0,1401.1333333333334
0,2024-03-13 01:00:00,LEP-001,0,0,,1.0,1401.1333333333334
0,2024-03-13 02:00:00,LEP-001,0,0,,1.0,1401.1333333333334
0,2024-03-13 03:00:00,LEP-001,0,0,,1.0,1401.1333333333334
0,2024-03-13 04:00:00,LEP-001,0,0,,1.0,1401.1333333333334
0,2024-03-13 05:00:00,LEP-001,0,0,,1.0,1401.1333333333334
